num,label,text
1,spam,"Subject: photoshop , windows , office . cheap . main trending
abasements darer prudently fortuitous undergone
lighthearted charm orinoco taster
railroad affluent pornographic cuvier
irvin parkhouse blameworthy chlorophyll
robed diagrammatic fogarty clears bayda
inconveniencing managing represented smartness hashish
academies shareholders unload badness
danielson pure caffein
spaniard chargeable levin
"
2,spam,"Subject: looking for medication ? we ` re the best source .
it is difficult to make our material condition better by the best law , but it is easy enough to ruin it by bad laws .
excuse me . . . : ) you just found the
best and simpliest site for
medication on the net . no perscription , easy
delivery .
private , secure , and easy .
better see rightly on a pound a week than squint on a million .
we ` ve got
anything that you will ever want .
erection treatment pills , anti - depressant pills , weight loss , and
more ! http : / / splicings . bombahakcx . com / 3 /
knowledge and human power are synonymous .
only high - quality stuff for low rates !
100 % moneyback guarantee !
there is no god , nature sufficeth unto herself in no wise hath she need of an author ."
3,spam,"Subject: vocable % rnd - word asceticism
vcsc - brand new stock for your attention
vocalscape inc - the stock symbol is : vcsc
vcsc will be our top stock pick for the month of april - stock expected to
bounce to 12 cents level
the stock hit its all time low and will bounce back
stock is going to explode in next 5 days - watch it soar
watch the stock go crazy this and next week .
breaking news - vocalscape inc . announces agreement to resell mix network
services
current price : $ 0 . 025
we expect projected speculative price in next 5 days : $ 0 . 12
we expect projected speculative price in next 15 days : $ 0 . 15
vocalscape networks inc . is building a company that ' s revolutionizing the
telecommunications industry with the most affordable phone systems , hardware ,
online software , and rates in canada and the us . vocalscape , a company with
global reach , is receiving international attention for the development of voice
over ip ( voip ) application solutions , including the award - winning eyefontm , a
softphone for real - time pc - to - phone . we are an advanced implementer of pbx
systems for companies , call centers , itsps and service providers .
vocalscape has created software and interactive solutions revolving around
global communications and data voice convergence . companies use vocalscape for
voice over internet protocol applications like ip pbxs , softswitches , pc 2 phone
and web 2 phone , providing real - time human interaction and information delivery
over the internet . through vocalscape ' s solutions , businesses can offer a
quality voice service to anywhere in the world at rates that are significantly
lower than current long distance charges . we develop software to run voip
networks , and sell , install and service our own branded voip gateways and
gatekeeper control software . we also license our software to customers who want
to brand their own voip solutions .
vocalscape is committed to making great technology ; challenging the status quo ,
and building a 21 st century company that changes the way businesses communicate
and interact through the internet .
current price : $ 0 . 025
we expect projected speculative price in next 5 days : $ 0 . 12
we expect projected speculative price in next 15 days : $ 0 . 15
breaking news - vocalscape inc . announces agreement to resell mix network
services
- - - - - - - - - -
katonah , n . y . , / prnewswire - firstcall via comtex / - - vocalscape , inc . pink : vcsc ) ,
an emerging leader in the development of voice over internet protocol ( voip )
telephony solutions , announced today it has entered into a sales agent agreement
with mix networks , inc . a voip enhanced telephony service provider .
this agreement provides vocalscape ' s turnkey calling card customers with access
to mix networks services including north american dids ( phone numbers ) and
domestic long distance termination . vocalscape will also be able to supply their
clients with enhanced voip products including pre - paid calling through mix
networks north american network .
we are excited to help companies launch voip business models using our solution
with the whole picture from the software to the network needed to route the
calls . mix networks gives us the ability to offer wholesale monthly flat rate
plans and dids to our clients that allow for us to build business models like
popular voip companies such as vonage and packet 8 , says ryan gibson , vp
vocalscape networks
some legal words before you continue :
information within this email contains forward looking statements within the
meaning of section 27 a of the securities act of 1933 and section 21 b of the
securities exchange act of 1934 . any statements that express or involve
discussions with respect to predictions , goals , expectations , beliefs , plans ,
projections , objectives , assumptions or future events or performance are not
statements of historical fact and may be forward looking statements . forward
looking statements are based on expectations , estimates and projections at the
time the statements are made that involve a number of risks and uncertainties
which could cause actual results or events to differ materially from those
presently anticipated . forward looking statements in this action may be
identified through the use of words such as : projects , foresee , expects ,
estimates , believes , understands will , part of : anticipates , or that
by statements indicating certain actions may , could , or might occur . all
information provided within this email pertaining to investing , stocks ,
securities must be understood as information provided and not investment advice .
emerging equity alert advises all readers and subscribers to seek advice from a
registered professional securities representative before deciding to trade in
stocks featured within this email . none of the material within this report shall
be construed as any kind of investment advice . please have in mind that the
interpretation of the witer of this newsletter about the news published by the
company does not represent the company official statement and in fact may differ
from the real meaning of what the news release meant to say . look the news
release by yourself and judge by yourself about the details in it .
in compliance with section 17 ( b ) , we disclose the holding of vcsc shares prior
to the publication of this report . be aware of an inherent conflict of interest
resulting from such holdings due to our intent to profit from the liquidation of
these shares . shares may be sold at any time , even after positive statements
have been made regarding the above company . since we own shares , there is an
inherent conflict of interest in our statements and opinions . readers of this
publication are cautioned not to place undue reliance on forward - looking
statements , which are based on certain assumptions and expectations involving
various risks and uncertainties , that could cause results to differ materially
from those set forth in the forward - looking statements .
please be advised that nothing within this email shall constitute a solicitation
or an invitation to get position in or sell any security mentioned herein . this
newsletter is neither a registered investment advisor nor affiliated with any
broker or dealer . this newsletter was paid $ 49000 from third party to send this
report . all statements made are our express opinion only and should be treated
as such . we may own , take position and sell any securities mentioned at any
time . this report includes forward - looking statements within the meaning of the
private securities litigation reform act of 1995 . these statements may include
terms as projected speculative price expect , believe , may , will ,
soar move , undervalued and intend or similar terms .
"
4,spam,"Subject: report 01405 !
wffur attion brom est inst siupied 1 pgst our riwe asently rest .
tont to presyou tew cons of benco 4 . yee : fater 45 y . o ust lyughtatums and inenced sorepit grathers aicy graghteave allarity . oarity wow to yur coons , as were then 60 ve mers of oite .
ithat yoit ? ! berst thar ! enth excives 2004 . . .
"
5,spam,"Subject: vic . odin n ^ ow
berne hotbox carnal bride cutworm dyadic
guardia continuous born gremlin akin counterflow hereafter vocabularian pessimum yaounde cannel bitch penetrate demagogue arbitrary egregious adenosine rubin gil luminosity delicti yarmulke sauterne selfadjoint agleam exeter picofarad consulate dichotomous boyhood balfour spheric frey pillory hoosier fibonacci cat handful
"
6,spam,"Subject: underpriced issue with high return on equity
stock report .
dont sieep on this stock ! this is a hot one !
company : gaming transactions inc .
stock symbol : ggts
currentiy trading at : o . 30
rating : strong purchase
near - term target : 0 . 45
long - term target : 1 . oo
breaking news for ggts :
gaming transactions inc . ( ggts ) , a | eading provider of online gaming
porta | management is pleased to announce that it has launched its
proprietary gaming portal ( k e n o . com ) furthermore , the company has begun an
intensive marketing campaign to support the | aunch and establish itself
as the | eader in the online gaming industry .
( k e n o . c o m ) is an oniine games destination where people piay
popular casino style games to win real money . the foundation of the site is
an online version of keno . the game of keno uses 80 balls numbered 1
thru 8 o . every game , the house draws 20 bails at random and displays
their numbers on screens ( called keno boards ) located on the website . the
object of the game is for the player to guess some of the numbers the
house will draw . the site shall also have other popuiar games in the near
future inciuding bingo , poker , blackjack , slots and video game versions
of tabie games .
patrick smyth , ceo of gaming transactions inc . , remarked that , the
games have been deveioped with the foresight to create a user - friendly
experience without loading times and a secure transaction system has been
deveioped with multipie layers of security and redundancy . we spent the
necessary time and resources to test our software to ensure its
functionality and security . consumer focus groups were used in the deveiopment
process to make sure that our players had an opulent experience online ,
and future marketing efforts wi | | be aimed customer service and
attention .
about the company :
gaming transactions inc . is a deveioper and provider of online games
and services for the online entertainment and gaming industries . the
company ! s centra | licensed games portal , ( k e n o . c o m ) , is a
destination oniine gambling property where players may participate in a number
of gambling and oniine gaming fixtures .
the foundation of the site is of course an online version of keno . the
game of keno uses 8 o bails numbered 1 thru 80 . every game , the house
draws 2 o balls at random and displays their numbers on screens ( called
keno boards ) | ocated on the website . the object of the game is for the
piayer to guess some of the numbers the house will draw . the site also
has other popuiar games including poker , blackjack , slots and video game
versions of tabie games .
gaming transactions inc . is part of the oniine gambiing industry ,
which is said to be one of the fastest growing industries on the internet .
! ' the electronic gambling report forecasts that revenues will reach
14 . 5 biliion by 2006 ! ( market statistics : - informa media grp . giobal
revenues from oniine gambiing wi | | reach 14 . 52 bi | | ion in 20 o 6 , up from
3 . 81 biilion this year . this is according to a report from the informa
media grp . , which says that the us wi | | generate 24 percent of all online
gambling revenues in 2 oo 6 , whereas europe wil | generate 53 percent .
north american oniine gambling revenues are expected to reach 1 . 99 biliion
this year and 3 . 85 bi | | ion in 2 oo 6 . in europe , revenues wil | grow from
1 . 29 billion this year to 7 . 64 biilion in 2 oo 6 . oniine gambling
revenues wi | | be smailer in asia - pacific 379 miliion this year and 2 . 13
billion in 2 oo 6 ) and in the rest of the worid 143 million this year to 886
mi | | ion in 2 oo 6 ) . and keno , the game , is one of the highest grossing
products for many north american government bodies and pubiic gaming
corporations . easy to piay , quick , and profitabie , keno has become a favorite
to gambiers who want the excitement of a lottery draw without having to
wait for a weekiy offering combining sophisticated hardware , software
and cutting edge encryption / decryption techniques keno . com has deveioped
and | icensed a system , which is an optima | method for online gaming .
information within this publication contains future looking statements
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or involve discussions with respect to predictions ,
expectations , beliefs , pians , projections , objectives , goals , assumptions or future
events or performance are not statements of historica | fact and may be
future looking statements . future | ooking statements are based on
expectations , estimates and projections at the time the statements are made
that involve a number of risks and uncertainties which couid cause
actual results or events to differ materia | | y from those presently
anticipated . future | ooking statements in this action may be identified through
the use of words such as projects , foresee , expects , will , anticipates ,
estimates , believes , understands or that by statements indicating
certain actions may , could , or might occur . these future - | ooking statements
are based on information currentiy avaiiabie and are subject to a
number of risks , uncertainties and other factors that couid cause ggts ' s
actua | resuits , performance , prospects or opportunities to differ
materialiy from those expressed in , or impiied by , these future - | ooking
statements . as with many microcap stocks , today ' s company has additiona | risk
factors that raise doubt about its ability to continue as a going
concern . ggts is not a reporting company registered under the securities act
of 1934 and hence there is | imited public information avaiiable about
the company . these risks , uncertainties and other factors include ,
without | imitation , the company ' s growth expectations and ongoing funding
requirements , and specificaily , the company ' s growth prospects with
scalable customers . other risks include the company ' s limited operating
history , the company ' s history of operating losses , consumers ' acceptance ,
the company ' s use of licensed technoiogies , risk of increased
competition , the potentia | need for additional financing , the conditions and
terms of any financing that is consummated , the limited trading market for
the company ' s securities , the possibie volatility of the company ' s
stock price , the concentration of ownership , and the potentia | fluctuation
in the company ' s operating results . the publisher of this report does
not represent that the information contained in this message states ail
material facts or does not omit a material fact necessary to make the
statements therein not misieading . a | | information provided within this
report pertaining to investing , stocks , securities must be understood
as information provided and not investment advice . the publisher of this
newsletter advises all readers and subscribers to seek advice from a
registered professional securities representative before deciding to
trade in stocks featured within this report . none of the materia | within
this report shall be construed as any kind of investment advice or
solicitation . many of these companies are on the verge of bankruptcy . you can
lose al | your money by investing in this stock . the pubiisher of this
report is not a registered investment expert . subscribers should not
view information herein as | egal , tax , accounting or investment advice .
any reference to past performance ( s ) of companies are specially seiected
to be referenced based on the favorabie performance of these companies .
you wouid need perfect timing to achieve the resuits in the exampies
given . there can be no assurance of that happening . remember , as always ,
past performance is not indicative of future results and a thorough due
diligence effort , inciuding a review of a company ' s fiiings at sec gov
or edgar - online com when avaiiabie , shouid be compieted prior to
investing . al | factua | information in this report was gathered from pubiic
sources , including but not | imited to company websites and company press
releases . the pubiisher discloses the receipt of fifteen thousand
doilars from a third party , not an officer , director , or affiiiate
shareholder of the company for the preparation of this oniine report . be aware
of an inherent confiict of interest resulting from such compensation
due to the fact that this is a paid pubiication . the pubiisher of this
report beiieves this information to be reiiable but can make no assurance
as to its accuracy or compieteness . use of the materia | within this
report constitutes your acceptance of these terms .
if you wish to stop future maiiings , or if you feel you have been
wrongfuliy placed in our membership , piease go here or send a biank
e mai | with no thanks in the subject to ( - stoxo 042 @ yahoo . com - )
"
7,spam,"Subject: jump in to gain substantial ground immediately
we are very excited about this new upcoming stock about to explode
montana oil and gas , inc . ( mogi ) to explore further opportunities in alberta
canada , is an energy deveioper in canada ' s most highiy coveted
reservoirs .
aggressive investors and traders may want to watch montana oi | and gas
again this morning ! montana oil and gas inc . ( mogi - news ) announces
that the syivan lake oil and gas project is sti | | awaiting a rig at this
time . the surface lease has been constructed and we have
been waiting for a rig to become avaiiabie for over two weeks , and
anticipate this to happen next week at the latest .
the company has a 25 % working interest in the syivan lake project .
symbo | - mogi
current price - . 26
reasons to consider mogi :
1 . price charts confirm oi | prices are experiencing the strongest bul |
market in a generation .
2 . natura | gas prices have tripled in the | ast two years .
3 . with multiple projects in high - gear and the expanding production on
reserves potentialiy worth muiti - millions , mogi is seliing for less
than 1 / 4 the vaiue of its assets .
4 . montana oi | and gas specializes in using new technology to turn
unproductive oi | and gas deposits into profitabie enterprises . aiready
shares in the oi | and gas sectorare rising faster than the overa | | market .
in fact , four of dow jones ' ten top performing industry sectors for the
past year are energy related . but it ' s in the mid - sized explorers and
deveiopers like montana oi | ( mogi ) that the biggest gains are being
made . in the last 12 months , many of these stocks made tripie and even
quadruple returns .
breaking news ! !
april 29 , - montana oil and gas reports the following update on its
sylvan lake project . after several delays due to unseasonable weather and
road closures in the province of alberta , the contracted drilling rig
was moved onto location and ensign drilling has spudded the 5 - 3 - 38 - 3 w 5 m
well . the company anticipates the road bans to be lifted shortly in
compliance with government regulations and to resume drilling of the well
immediately there after .
the company ' s west lock project is also scheduled to resume completion
of tie in upon lifting of the road ban .
with the continued interest in our sylvan lake project montana oil and
gas has prepared a detailed project description .
project history
the sylvan lake oil and gas field was discovered in the late 1950 ' s and
has produced over 40 million barrels ( mbbls ) of high quality crude oil
and 50 billion cubic feet ( bcf ) of associated natural gas ,
predominantly from the mississippian pekisko and shunda formations . the field
remains in production today and continues to be down spaced drilled and
expanded with the use of modern three and four dimension geophysics .
the original freehold lease on section 3 - 38 - 3 w 5 m was leased to a major
oil company , as was most of the sylvan lake field itself . an
exploratory well was drilled by this major company in 7 - 3 - 38 - 3 w 5 m in 1958 and was
abandoned after finding the shunda and pekisko formations completely
eroded by post depositional cutting . as a consequence , the major company
did no further exploration on this section and eventually bowed to the
complaints of the freehold mineral rights owner and relinquished the
deeper mineral rights ( below the base of the jurassic formations ) on the
west one half of section 3 back to the freehold mineral rights owner in
the early 1960 ' s . this relinquishment was extraordinary at the time as
mineral right severance had very seldom ever been done and more
specifically , not often by the major companies . accordingly , these mineral
rights sat available and dormant until the early 2000 ' s as almost all oil
and gas companies thought they were held by the original lessee .
through diligent land work ( including field visits ) our partners discovered
this relinquishment and quickly leased the west half of section 3 . since
that time our partners have managed to lease an additional 160 acres
( one quarter section ) of section 3 . energy 51 has the right to earn 50 %
of this prospect ( possibly 75 % ) with the drilling of a test well in
5 - 3 - 38 - 3 w 5 m .
land discussion
our partners have secured a 100 % working interest in the west half and
northeast quarter of section 3 - 38 - 3 w 5 m . the land comprises some 480
acres ( one section or one square mile equals 640 acres ) . primary drilling
spacing in alberta is as follows ; one quarter section spacing ( 160
acres ) for oil and one section spacing ( 640 acres ) for natural gas . the
province allows for decreased drilling and production spacing units
( called holdings ) should you be able to prove to the province ' s
satisfaction that more efficient drainage of reserves would result from increased
well density . almost the entire sylvan lake field , pekisko pool , has
been down spaced dramatically and should we be successful in discovering
pekisko oil we will down space as well .
geological discussion
pekisko formation - - the principle target of this prospect is oil and
associated gas production from the deeper ( older ) pekisko formation . the
sylvan lake pekisko oil field lies on the up dip erosional edge of the
pekisko formation . this edge is extremely rugged as its shape was
influenced by both terrestrial drainage and seashore conditions . overlying
this ancient shoreline are cap rocks ( impermeable layers ) of the
mississippian lower shunda formation and cretaceous / jurassic impermeable
shales . these erosional edge trap features are common throughout alberta and
account for billions of barrels of reserves .
production facilities discussion
this immediate area has been developed for both oil and natural gas
over the past forty - five years . accordingly a multitude of gas gathering
and processing facilities and oil transportation facilities have been
constructed .
a major gas processing facility is located within two miles of our
project with gathering system lines with one half a mile from our proposed
drilling location . the capacity of the processing facility is
approximately 70 mmcf / d with current throughput of only 46 mmcf / d . accordingly ,
excess capacity of 24 mmcf / d exists in the facility which would be in
the best interest of the operator to fill as soon as possible .
this gas processing facility also has oil pipeline access for the
transportation of raw oil product to the main delivery terminals north of
red deer , alberta . accordingly , trucking costs would be minimal to get
oil product to the transportation system .
for more detailed project description please see news release dated
( fri , apr 29 ) .
good luck and successfu | trading .
conclusion :
the examples above show the awesome , earning potential of little known
companies that explode onto investor ' s radar screens ; many of you are
already familiar with this . is mogi poised and positioned to do that for
you ? then you may feel the time has come to act . . . and please watch
this one trade tuesday ! go mogi .
penny stocks are considered highly speculative and may be unsuitable
for all but very aggressive investors . this profile is not in any way
affiliated with the featured company . we were compensated 3000 dollars
to distribute this report . this report is for entertainment and
advertising purposes only and should not be used as investment advice .
"
8,spam,"Subject: end of year clearance
item no #
description
price $
1 .
2 . 2 gb compact flash + type ii
micro
$
99
. 00
2 .
256 mb ddr ram sodimm for
notebook
$
29
. 90
3 .
compaq ps / 2
keyboard
$
9
. 50
4 .
diamond supraexpress 56 k ext . serial
data / fax / voice modem
$
23
. 90
5 .
diamond supramax 56 k usb external
modem
$
25
. 50
6 .
hp deskjet 1100 d printer
$
158
. 00
7 .
hp laserjet 1160 printer
$
278
. 00
8 .
intel play me 2 web camera
$
8
. 80
9 .
logitech classic wireless keyboard +
optical mouse + web camera w / built - in - microphone
( 3 - in - 1 )
$
52
. 00
10 .
logitech wireless optical scroll
mouse
$
16
. 90
11 .
logitech io personal digital pen
$
107
. 50
12 .
notebookplus usb mini webcam
$
15
. 90
13 .
notebookplus mobile mini usb keypad +
calculator ( 2 - in - 1 )
$
49
. 00
14 .
oem 4 port usb 2 . 0 mini hub no power
required
$
5
. 50
15 .
optorite 8 x + / - dvd - rewriter
$
49
. 00
16 .
olympus trip - md 3 focus free
camera
$
19
. 50
17 .
oem pcmcia 5 in 1 memory card
reader
$
36
. 00
18 .
pocket digital camcoder / camera
( 2 - in - 1 )
$
58
. 00
19 .
security lock kit for cpu / monitor / keyboard
lock ( aluminium )
$
9
. 50
20 .
sim card backup 168 16 kb memory
$
36
. 00
21 .
super gsm usb sim card reader
$
17
. 50
22 .
samsung 52 x 24 x 52 xl 6 dvd - cdrw
combo
$
34
. 90
23 .
toshiba advanced port replicator
$
99
. 00
24 .
usb to ethernet adapter
$
12
. 90
25 .
zdrive 1 . 5 gb usb 2 . 0 drive
$
127
. 00
256 mb ddr ram sodimm
gsm usb sim card reader
logitech io personal digital
pen
diamond supramax 56 k usb ext .
modem
notebookplus mobile mini usb
keypad
your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale listing contact our
sales
department .
for further details please send
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971 4
8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective ownerstoshiba for
export only . hp only
for sale in the middle east
products may not be exactly as shown
above
- -
to unsubscribe from : computron 4 , just follow this link :
click the link , or copy and paste the address into your browser .
please give it atleast 48 hours for unsubscription to be effective ."
9,spam,"Subject: vlc , 0 dln for sale , no prior pres . crip . tion needed
enjoy up to 80 % off
buy vlc , 0 dln online
get vla , gra / cla , lls
buy val , lum for cheap
get x . a . x . a . x online from our online pha , rmacy .
many others also available !
no p . r . e , s . c . r , i . p . t . i . o . n required
discreet / fast shipping . plus * no shipping charge *
and always 100 % money back guarantee
click here for more info
"
10,spam,"Subject: jennifer
sends them to their final destination .
designated as a private key
4 . validate public keys .
someone wants to meet you !
who your match could be , find here
to the purported owner . you
"
